gen;nevals;avg;std;min;max
33;168;0.9820957101296247;0.0027478084172058662;0.956294483181518;0.9826016760740766
34;167;0.9821639720164371;0.00303275056711721;0.956294483181518;0.9826016760740766
35;157;0.9821379578943649;0.00234960851471441;0.9633136456243004;0.9826016760740766
36;159;0.9820600231557799;0.0028618354670517485;0.956294483181518;0.9826016760740766
37;161;0.9819540656702056;0.00354330401610277;0.956294483181518;0.9826016760740766
38;159;0.9816641148187599;0.004420026479485905;0.956294483181518;0.9826016760740766
39;140;0.9824272003030277;0.0010951189184144482;0.9738206832233163;0.9826016760740766
40;143;0.9818591167916825;0.0036217050038451844;0.956294483181518;0.9826016760740766
41;161;0.9818063113632971;0.0035942404926950413;0.9616545534698522;0.9826016760740766
42;147;0.9823832172906901;0.0016254188612017638;0.9633136456243004;0.9826016760740766
43;154;0.9816549480716202;0.0038219548807185244;0.956294483181518;0.9826016760740766
44;166;0.981323733342278;0.004930972014007734;0.956294483181518;0.9826016760740766
45;168;0.9818044373646291;0.003740573722497574;0.956294483181518;0.9826016760740766
46;152;0.9820609667088404;0.0032459137762706767;0.956294483181518;0.9826016760740766
47;155;0.9817695586130667;0.0036991731378349106;0.956294483181518;0.9826016760740766
48;162;0.9820588790698133;0.0029156904851659476;0.956294483181518;0.9826016760740766
49;170;0.9818071545591373;0.003702275951830987;0.956294483181518;0.9826016760740766
50;165;0.9823392342783523;0.0020201035845923993;0.9633136456243004;0.9826016760740766
51;167;0.982077049459011;0.003041949285040823;0.956294483181518;0.9826016760740766
52;161;0.98173603758783;0.004021462024264826;0.956294483181518;0.9826016760740766
53;166;0.9816482273978252;0.003984133758932642;0.956294483181518;0.9826016760740766
54;167;0.9813051947384344;0.005375849879754354;0.956294483181518;0.9826016760740766
55;166;0.9819014472304562;0.0035717596151047457;0.956294483181518;0.9826016760740766
56;153;0.9817076621879138;0.003941258077575533;0.956294483181518;0.9826016760740766
57;150;0.9821298416233885;0.003010107894071418;0.956294483181518;0.9826016760740766
58;163;0.9816650802379253;0.004222849567370448;0.956294483181518;0.9826016760740766
59;145;0.9819977917061609;0.00314967341496519;0.956294483181518;0.9826016760740766
60;162;0.9814816780336849;0.004618309069855058;0.956294483181518;0.9826016760740766
61;158;0.9815433180601758;0.004222333583232835;0.956294483181518;0.9826016760740766
62;157;0.9821723455252933;0.002792241517754023;0.956294483181518;0.9826016760740766
63;151;0.9820591360461958;0.0031194278436942704;0.956294483181518;0.9826016760740766
64;157;0.9819626178458631;0.0035427925743669185;0.956294483181518;0.9826016760740766
65;160;0.9822256897747885;0.002428523207202589;0.9633136456243004;0.9826016760740766
66;165;0.9821553192220622;0.002595477713375075;0.956294483181518;0.9826016760740766
67;167;0.9817883155379454;0.0035561019240806483;0.956294483181518;0.9826016760740766
68;133;0.9820237832575994;0.0031720846271911596;0.956294483181518;0.9826016760740766
69;145;0.9820774614308461;0.002638775857468964;0.9616545534698522;0.9826016760740766
70;155;0.9822967301149503;0.0021092612572281722;0.9616545534698522;0.9826016760740766
71;159;0.9819010945775295;0.003228799304673683;0.9633136456243004;0.9826016760740766
72;155;0.9814360380833308;0.00468074524598322;0.956294483181518;0.9826016760740766
73;155;0.9819623608694806;0.003364780907052583;0.956294483181518;0.9826016760740766
74;153;0.9817005110746055;0.0040561331758367245;0.956294483181518;0.9826016760740766
75;167;0.9820858534073804;0.0028638447263115295;0.956294483181518;0.9826016760740766
76;154;0.9817866629643816;0.0036990267801452733;0.956294483181518;0.9826016760740766
77;149;0.9821651944119849;0.002953296430420496;0.956294483181518;0.9826016760740766
78;153;0.9823135777513801;0.0020274558861220347;0.9633136456243004;0.9826016760740766
79;160;0.982111593186107;0.0030634688504808916;0.956294483181518;0.9826016760740766
80;155;0.9823041384661386;0.0023793627207221806;0.956294483181518;0.9826016760740766
81;157;0.9820678668886547;0.0033345457044210193;0.956294483181518;0.9826016760740766
82;159;0.9823929135523141;0.0015228629332449972;0.9633136456243004;0.9826016760740766
83;164;0.9821036711436513;0.002573062742273794;0.9633136456243004;0.9826016760740766
84;157;0.9819284863520994;0.0033210940357156723;0.956294483181518;0.9826016760740766
85;153;0.9820141878761902;0.003708930408076385;0.956294483181518;0.9826016760740766
86;155;0.9817518241285501;0.0040563898625389895;0.956294483181518;0.9826016760740766
87;163;0.9821211096802146;0.0025104431062810267;0.9633136456243004;0.9826016760740766
88;158;0.9819455915426321;0.00338882417927147;0.956294483181518;0.9826016760740766
89;156;0.9814712295720891;0.004636000963196249;0.956294483181518;0.9826016760740766
90;156;0.9822074413375071;0.0024950581135107738;0.9633136456243004;0.9826016760740766
91;160;0.981769815589449;0.003861814297380949;0.956294483181518;0.9826016760740766
92;160;0.9814820514520014;0.004270770890420519;0.956294483181518;0.9826016760740766
93;148;0.982041953646797;0.0032887080652848895;0.956294483181518;0.9826016760740766
94;171;0.9812445588411822;0.005105243645288047;0.956294483181518;0.9826016760740766
95;163;0.9819030865400122;0.003370140601807679;0.956294483181518;0.9826016760740766
96;162;0.9820152308204447;0.003025992717600632;0.956294483181518;0.9826016760740766
97;166;0.981603904418848;0.003965659260868155;0.956294483181518;0.9826016760740766
98;160;0.9820591360461958;0.0031194278436942704;0.956294483181518;0.9826016760740766
99;162;0.9811030693772156;0.005225644276088376;0.956294483181518;0.9826016760740766
100;157;0.9818129114922026;0.003881386108464128;0.956294483181518;0.9826016760740766
